"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2022-22950,CWE-770 Allocation of Resources Without Limits or Throttling,"n Spring Framework versions 5.3.0 - 5.3.16 and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial of service condition.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2022-22971,CWE-770 Allocation of Resources Without Limits or Throttling,"In spring framework versions prior to 5.3.20+ , 5.2.22+ and old unsupported versions, application with a STOMP over WebSocket endpoint is vulnerable to a denial of service attack by an authenticated user.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2022-22968,CWE-178 Improper Handling of Case Sensitivity,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2022-22970,CWE-770 Allocation of Resources Without Limits or Throttling,"In spring framework versions prior to 5.3.20+ , 5.2.22+ and old unsupported versions, applications that handle file uploads are vulnerable to DoS attack if they rely on data binding to set a MultipartFile or javax.servlet.Part to a field in a model object.",NVD,LOW,3.5,/AV:N/AC:M/Au:S/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2021-22060,NVD-CWE-noinfo,"In Spring Framework versions 5.3.0 - 5.3.13, 5.2.0 - 5.2.18, and older unsupported versions, it is possible for a user to provide malicious input to cause the insertion of additional log entries. This is a follow-up to CVE-2021-22096 that protects against additional types of input and in more places of the Spring Framework codebase.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",spring-web-5.2.3.RELEASE.jar,C:\Users\Eric\.m2\repository\org\springframework\spring-web\5.2.3.RELEASE\spring-web-5.2.3.RELEASE.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a89d66690cd14159aa6ac1e875e54411,dd386a02e40b915ab400a3bf9f586d2dc4c0852c,pkg:maven/org.springframework/spring-web@5.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:5.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:5.2.3:release:*:*:*:*:*:*",CVE-2021-22096,NVD-CWE-Other,"In Spring Framework versions 5.3.0 - 5.3.10, 5.2.0 - 5.2.17, and older unsupported versions, it is possible for a user to provide malicious input to cause the insertion of additional log entries.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,HIGH,34
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2020-1938,NVD-CWE-Other,"When using the Apache JServ Protocol (AJP), care must be taken when trusting incoming connections to Apache Tomcat. Tomcat treats AJP connections as having higher trust than, for example, a similar HTTP connection. If such connections are available to an attacker, they can be exploited in ways that may be surprising. In Apache Tomcat 9.0.0.M1 to 9.0.0.30, 8.5.0 to 8.5.50 and 7.0.0 to 7.0.99, Tomcat shipped with an AJP Connector enabled by default that listened on all configured IP addresses. It was expected (and recommended in the security guide) that this Connector would be disabled if not required. This vulnerability report identified a mechanism that allowed: - returning arbitrary files from anywhere in the web application - processing any file in the web application as a JSP Further, if the web application allowed file upload and stored those files within the web application (or the attacker was able to control the content of the web application by some other means) then this, along with the ability to process a file as a JSP, made remote code execution possible. It is important to note that mitigation is only required if an AJP port is accessible to untrusted users. Users wishing to take a defence-in-depth approach and block the vector that permits returning arbitrary files and execution as JSP may upgrade to Apache Tomcat 9.0.31, 8.5.51 or 7.0.100 or later. A number of changes were made to the default AJP Connector configuration in 9.0.31 to harden the default configuration. It is likely that users upgrading to 9.0.31, 8.5.51 or 7.0.100 or later will need to make small changes to their configurations.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2020-11996,NVD-CWE-noinfo,"A specially crafted sequence of HTTP/2 requests sent to Apache Tomcat 10.0.0-M1 to 10.0.0-M5, 9.0.0.M1 to 9.0.35 and 8.5.0 to 8.5.55 could trigger high CPU usage for several seconds. If a sufficient number of such requests were made on concurrent HTTP/2 connections, the server could become unresponsive.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2020-13934,"CWE-401 Improper Release of Memory Before Removing Last Reference ('Memory Leak'), CWE-476 NULL Pointer Dereference","An h2c direct connection to Apache Tomcat 10.0.0-M1 to 10.0.0-M6, 9.0.0.M5 to 9.0.36 and 8.5.1 to 8.5.56 did not release the HTTP/1.1 processor after the upgrade to HTTP/2. If a sufficient number of such requests were made, an OutOfMemoryException could occur leading to a denial of service.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2020-13935,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),"The payload length in a WebSocket frame was not correctly validated in Apache Tomcat 10.0.0-M1 to 10.0.0-M6, 9.0.0.M1 to 9.0.36, 8.5.0 to 8.5.56 and 7.0.27 to 7.0.104. Invalid payload lengths could trigger an infinite loop. Multiple requests with invalid payload lengths could lead to a denial of service.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2020-17527,CWE-200 Information Exposure,"While investigating bug 64830 it was discovered that Apache Tomcat 10.0.0-M1 to 10.0.0-M9, 9.0.0-M1 to 9.0.39 and 8.5.0 to 8.5.59 could re-use an HTTP request header value from the previous stream received on an HTTP/2 connection for the request associated with the subsequent stream. While this would most likely lead to an error and the closure of the HTTP/2 connection, it is possible that information could leak between requests.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2021-25122,NVD-CWE-noinfo,"When responding to new h2c connection requests, Apache Tomcat versions 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41 and 8.5.0 to 8.5.61 could duplicate request headers and a limited amount of request body from one request to another meaning user A and user B could both see the results of user A's request.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2021-41079,CWE-20 Improper Input Validation,"Apache Tomcat 8.5.0 to 8.5.63, 9.0.0-M1 to 9.0.43 and 10.0.0-M1 to 10.0.2 did not properly validate incoming TLS packets. When Tomcat was configured to use NIO+OpenSSL or NIO2+OpenSSL for TLS, a specially crafted packet could be used to trigger an infinite loop resulting in a denial of service.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2022-29885,NVD-CWE-noinfo,"The documentation of Apache Tomcat 10.1.0-M1 to 10.1.0-M14, 10.0.0-M1 to 10.0.20, 9.0.13 to 9.0.62 and 8.5.38 to 8.5.78 for the EncryptInterceptor incorrectly stated it enabled Tomcat clustering to run over an untrusted network. This was not correct. While the EncryptInterceptor does provide confidentiality and integrity protection, it does not protect against all risks associated with running over any untrusted network, particularly DoS risks.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2020-9484,CWE-502 Deserialization of Untrusted Data,"When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to 7.0.103 if a) an attacker is able to control the contents and name of a file on the server; and b) the server is configured to use the PersistenceManager with a FileStore; and c) the PersistenceManager is configured with sessionAttributeValueClassNameFilter=""null"" (the default unless a SecurityManager is used) or a sufficiently lax filter to allow the attacker provided object to be deserialized; and d) the attacker knows the relative file path from the storage location used by FileStore to the file the attacker has control over; then, using a specifically crafted request, the attacker will be able to trigger remote code execution via deserialization of the file under their control. Note that all of conditions a) to d) must be true for the attack to succeed.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2021-25329,NVD-CWE-noinfo,"The fix for CVE-2020-9484 was incomplete. When using Apache Tomcat 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41, 8.5.0 to 8.5.61 or 7.0.0. to 7.0.107 with a configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously published mitigations for CVE-2020-9484 also apply to this issue.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2021-30640,CWE-116 Improper Encoding or Escaping of Output,A vulnerability in the JNDI Realm of Apache Tomcat allows an attacker to authenticate using variations of a valid user name and/or to bypass some of the protection provided by the LockOut Realm. This issue affects Apache Tomcat 10.0.0-M1 to 10.0.5; 9.0.0.M1 to 9.0.45; 8.5.0 to 8.5.65.,NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2022-34305,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In Apache Tomcat 10.1.0-M1 to 10.1.0-M16, 10.0.0-M1 to 10.0.22, 9.0.30 to 9.0.64 and 8.5.50 to 8.5.81 the Form authentication example in the examples web application displayed user provided data without filtering, exposing a XSS vulnerability.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2021-24122,CWE-200 Information Exposure,"When serving resources from a network location using the NTFS file system, Apache Tomcat versions 10.0.0-M1 to 10.0.0-M9, 9.0.0.M1 to 9.0.39, 8.5.0 to 8.5.59 and 7.0.0 to 7.0.106 were susceptible to JSP source code disclosure in some configurations. The root cause was the unexpected behaviour of the JRE API File.getCanonicalPath() which in turn was caused by the inconsistent behaviour of the Windows API (FindFirstFileW) in some circumstances.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,33
rest-service,"Fri, 7 Oct 2022 17:11:23 -0400",tomcat-embed-core-9.0.30.jar,C:\Users\Eric\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.30\tomcat-embed-core-9.0.30.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",f9e49f66756f133157f19e617af26ffe,ad32909314fe2ba02cec036434c0addd19bcc580,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@9.0.30,"cpe:2.3:a:apache:tomcat:9.0.30:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:9.0.30:*:*:*:*:*:*:*",CVE-2021-33037,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),"Apache Tomcat 10.0.0-M1 to 10.0.6, 9.0.0.M1 to 9.0.46 and 8.5.0 to 8.5.66 did not correctly parse the HTTP transfer-encoding request header in some circumstances leading to the possibility to request smuggling when used with a reverse proxy. Specifically: - Tomcat incorrectly ignored the transfer encoding header if the client declared it would only accept an HTTP/1.0 response; - Tomcat honoured the identify encoding; and - Tomcat did not ensure that, if present, the chunked encoding was the final encoding.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,33
